"sample";"ARI1";"ARI2";"CI";"CRI1";"CRI2";"Datt6";"DWSI4";"GI";"GM1";"GM2";"LIC1";"NDI";"NDVI";"NDVI4";"NDVIg";"PSNDa1";"PSNDc1";"PSSRa1";"PSSRc1";"RDVI";"RGI";"RGR";"RVI";"RVI2";"SAVI";"SIPI1";"SR.550.800.";"SR.556.750.";"SR.605.670.";"SR.555.675.";"SR.683.510.";"SR.694.840.";"SR.695.800.";"SR.750.705.";"SR.752.690.";"SR.800.600.";"SR.800.960.";"SR.810.560.";"WBI3"
11;7.33576537774534;3.02088930763385;-2.24746840774335;10.0733334616959;17.4090988394413;1.48450964957162;17.225811810415;17.225811810415;-0.130470971846128;-2.24746840774335;1.90617988249926;1.90617988249926;0.674529893878532;1.90617988249926;-1.30009572451683;1.90617988249926;0.596940757854042;-3.20706731480726;3.96204972090865;1.01475762465878;0.0580524163973152;17.225811810415;-3.20706731480726;-0.809446508932695;1.03435478618551;4813.86799825982;-5.37120369469084;-7.66454013371925;-0.721913777782865;17.225811810415;-1.2354120858691;-0.304548155203889;-0.31181135343899;-2.24746840774335;-2.24746840774335;4.44245201228432;1.05144902189281;-0.186178007173411;1.06638524253984
12;6.64874691634951;2.64723914885706;-1.90992335105386;10.894724033411;17.5434709497605;1.29138992007503;15.8355714130367;15.8355714130367;-0.120609689491944;-1.90992335105386;2.09548355958063;2.09548355958063;0.706623481630056;2.09548355958063;-1.27430297571112;2.09548355958063;0.612355186473802;-2.82567778631533;4.15936220533191;1.06282483070643;0.0631489684784438;15.8355714130367;-2.82567778631533;-0.679353623662079;1.06780334876594;3922.80364385912;-5.6041674283345;-8.29120781433396;-0.340992485617774;15.8355714130367;-1.47198743801419;-0.34703887855179;-0.353897392279817;-1.90992335105386;-1.90992335105386;8.28662772786933;1.11727732695221;-0.178438637458265;1.02163411199351
13;13.8740232613503;7.88154215676716;-6.26399353109912;9.43331041441331;23.3073336757636;4.24400404623226;29.2237741521747;29.2237741521747;-0.214345809630238;-6.26399353109912;1.27929863477532;1.27929863477532;0.606485697348793;1.27929863477532;-1.5456492493965;1.27929863477532;0.671031761067609;-8.1607940425806;5.07961427063795;0.903214105477685;0.0342187150363528;29.2237741521747;-8.1607940425806;-1.60657750919258;0.95800210103946;6354.58460277386;-3.58099640791003;-4.66535829053561;-1.685290528919;29.2237741521747;-0.622441179636936;-0.115827462151708;-0.122537095628477;-6.26399353109912;-6.26399353109912;4.84236628791546;0.917634016774869;-0.279251885813431;1.16005457808666
14;13.1215157502076;7.37822468143789;-5.80382323291243;8.32062375804006;21.4421395082477;3.85457756352282;27.9349965342923;27.9349965342923;-0.207761730909392;-5.80382323291243;1.30065459639641;1.30065459639641;0.651183663660561;1.30065459639641;-1.5244930446187;1.30065459639641;0.629955636692647;-7.65215175145048;4.40475737050704;0.909358649631316;0.035797391231906;27.9349965342923;-7.65215175145048;-1.7372470508108;0.964458818236547;7088.16686503616;-3.65060671058923;-4.81320595291014;-1.73590307185221;27.9349965342923;-0.575623368900402;-0.126383475143144;-0.130682196652784;-5.80382323291243;-5.80382323291243;4.40816764226682;0.977456871305099;-0.273927070012588;1.16498538856077
15;12.5470308039419;7.16412534269946;-5.49412249061379;9.59655402721557;22.1435848311575;3.73194098781169;26.9516670532669;26.9516670532669;-0.203850933589944;-5.49412249061379;1.31055023929656;1.31055023929656;0.653694313036778;1.31055023929656;-1.5120923761404;1.31055023929656;0.677596185585766;-7.44018180288734;5.20340055105657;0.921344546538495;0.0371034562731728;26.9516670532669;-7.44018180288734;-1.42986912690713;0.977217058183633;6069.89035659919;-3.62244737659604;-4.9055453531135;-1.61627406775715;26.9516670532669;-0.699364704910472;-0.129551049532069;-0.134405317839401;-5.49412249061379;-5.49412249061379;4.60329219611366;1.02583136392549;-0.276056460187887;1.11963915477737
16;5.9195388123533;0.889990260850215;-1.16666653311124;13.2056613449611;19.1252001573144;0.487416795027657;13.8769029898132;13.8769029898132;-0.0840725437057295;-1.16666653311124;-47.9063350450529;-47.9063350450529;0.148615726301643;-47.9063350450529;-1.18357904466774;-47.9063350450529;0.314206149635646;-0.959105502422997;1.91632827990135;NA;0.0720621885685939;13.8769029898132;-0.959105502422997;-0.500491232364619;0.933284862388265;5310.63337241535;-14.4685886534441;-11.8944896386173;-0.459892296813498;13.8769029898132;-1.99803699912065;-0.943139553774464;-1.0426381638659;-1.16666653311124;-1.16666653311124;2.08550025531728;0.426199406394052;-0.069115241572782;1.40395629109361
17;8.10454397580144;3.67283665091793;-2.85135983292864;9.91561326590607;18.0201572417075;2.00093240305095;17.7841365421601;17.7841365421601;-0.160331643100526;-2.85135983292864;1.69164316735487;1.69164316735487;0.677135510228641;1.69164316735487;-1.38189278369989;1.69164316735487;0.620835363085194;-3.89166450909772;4.2747535114921;0.981638379089569;0.0562298876658611;17.7841365421601;-3.89166450909772;-0.910383370324277;1.02117157517397;5007.79747661937;-4.56980207327363;-6.23707198817273;-0.76723994839912;17.7841365421601;-1.09843834212811;-0.241322136689617;-0.256959457235395;-2.85135983292864;-2.85135983292864;5.07229129194569;0.853406462115399;-0.218827858179783;1.08921789763695
18;9.31999145697807;4.52608459961273;-3.37009932012403;10.9410797360922;20.2610711930702;2.67995904579061;19.0912125892864;19.0912125892864;-0.176526205675132;-3.37009932012403;1.52962370998294;1.52962370998294;0.638979224653445;1.52962370998294;-1.42873545434402;1.52962370998294;0.670138747700398;-4.77626598337985;5.06315529956052;0.947818583619504;0.0523801196662166;19.0912125892864;-4.77626598337985;-0.943337839902803;0.996612992436497;3883.78751974562;-3.9970999638041;-5.66488129156494;-0.923094251690493;19.0912125892864;-1.06006560714562;-0.192229342232162;-0.209368574421889;-3.37009932012403;-3.37009932012403;5.17419101530847;0.934046343429931;-0.250181383767116;1.03074504936066
19;11.599028291373;6.20810371197108;-4.43787295630212;8.8819530908163;20.4809813821893;3.67638668265504;22.6607930755228;22.6607930755228;-0.195839260413869;-4.43787295630212;1.36398650070458;1.36398650070458;0.599433648595404;1.36398650070458;-1.48706496294425;1.36398650070458;0.634185265967486;-6.49470927116394;4.4672483471435;0.917849026880013;0.04412908218469;22.6607930755228;-6.49470927116394;-1.45385005857507;0.972331523981939;5961.55193952798;-3.4891158525194;-5.10622843390385;-1.4414125712321;22.6607930755228;-0.687828840465234;-0.145655225496206;-0.153971480207733;-4.43787295630212;-4.43787295630212;4.50579480211717;1.13711440178653;-0.286605559192861;1.03882715136071
20;10.5211768581485;5.78422015857182;-4.19723746106849;9.67398874687396;20.1951656050225;3.26675434662444;21.5407262449732;21.5407262449732;-0.194851251222227;-4.19723746106849;1.39480298683039;1.39480298683039;0.602413111784165;1.39480298683039;-1.4840130510493;1.39480298683039;0.668702187361769;-6.06581780461354;5.03686448779531;0.945111870290551;0.04642369011274;21.5407262449732;-6.06581780461354;-1.20428449471123;1.00153226330583;5049.22140125421;-3.55116604863894;-5.13211998243472;-1.30749778924035;21.5407262449732;-0.830368575192677;-0.156794942002606;-0.164858232180897;-4.19723746106849;-4.19723746106849;4.63925664313188;1.20650924779951;-0.28159764604172;1.04993009165421
21;11.740920561831;6.30451970082145;-4.81855711558008;8.16756457740136;19.9084851392324;3.69168761236973;23.3132434445651;23.3132434445651;-0.206687547660959;-4.81855711558008;1.35796965253564;1.35796965253564;0.612916134889054;1.35796965253564;-1.52107475951386;1.35796965253564;0.608088226726903;-6.58706579128491;4.10318938187737;0.91645445136503;0.0428940744507657;23.3132434445651;-6.58706579128491;-1.60535261189214;0.970989546236508;6140.75309328672;-3.53924557356174;-4.83822083776598;-1.32191824801944;23.3132434445651;-0.622916107397339;-0.142532696580086;-0.1518126631319;-4.81855711558008;-4.81855711558008;4.98296002884745;1.11742456051863;-0.282546090463467;0.976995031111471
22;7.18300676410211;2.60904747721541;-2.28616599049193;13.3923612436065;20.5753680077087;1.15852130767823;15.1088696605235;15.1088696605235;-0.151312840858323;-2.28616599049193;2.11484585764247;2.11484585764247;0.349424587242779;2.11484585764247;-1.35658095972927;2.11484585764247;0.647857418010504;-2.79396997915868;4.67951762238075;1.02132341843492;0.0661862880856538;15.1088696605235;-2.79396997915868;-0.597063672929864;1.00902924049787;2702.94941715287;-5.40767072417616;-6.60882443504131;-1.04489774657686;15.1088696605235;-1.67486324380259;-0.43945056601312;-0.357913652422679;-2.28616599049193;-2.28616599049193;2.67391712568226;1.75731189293938;-0.184922501943264;2.18023523751855
23;7.1198361925392;3.02961999455985;-2.20034455913341;10.6910134720082;17.8108496645474;1.95743028059408;12.4080244419323;12.4080244419323;-0.177332384331663;-2.20034455913341;1.87138785743613;1.87138785743613;0.507288886363822;1.87138785743613;-1.43111550996838;1.87138785743613;0.62147391882964;-3.29518920069022;4.28365177325754;1.01880707810002;0.0805930069431962;12.4080244419323;-3.29518920069022;-0.769247682844296;1.04469197965315;2947.63767675342;-3.76549681557991;-5.6391279222283;-1.12091412347233;12.4080244419323;-1.29997141662162;-0.318840334790703;-0.303472711002615;-2.20034455913341;-2.20034455913341;2.93973385800733;1.61596009424842;-0.265569206130372;1.76596233322087
24;9.63468986829784;4.06765784223803;-2.76748714864219;11.1185971753974;20.7532870436953;3.41341701036545;13.3829060833126;13.3829060833126;-0.206792689974342;-2.76748714864219;1.58890255503853;1.58890255503853;0.557012728774825;1.58890255503853;-1.52140893650527;1.58890255503853;0.627259071871802;-4.39614760182037;4.36565707995483;0.907418745154309;0.0747221861809912;13.3829060833126;-4.39614760182037;-1.00698417702241;0.94091234550262;3697.61614155347;-3.04423492918457;-4.8357608778341;-1.43628714908636;13.3829060833126;-0.993064263389856;-0.227942765063728;-0.227471889157206;-2.76748714864219;-2.76748714864219;3.06077207793498;1.5226975507933;-0.32848975958234;1.26409364448179
25;11.0361025281563;5.86411074326102;-4.35824044324936;10.2351564703515;21.2712589985078;3.39668598595619;21.8765455901041;21.8765455901041;-0.19921977285211;-4.35824044324936;1.38872650904519;1.38872650904519;0.750192885797172;1.38872650904519;-1.49756416579281;1.38872650904519;0.675199591930532;-6.14500543045681;5.15762773171222;0.926278806409577;0.0457110559745937;21.8765455901041;-6.14500543045681;-1.19144028031988;0.980794402543246;6354.98265672947;-3.5600530931472;-5.01958207101435;-1.00129772717442;21.8765455901041;-0.839320288660641;-0.155632999937657;-0.162733786213377;-4.35824044324936;-4.35824044324936;6.1370412252882;0.974187607336991;-0.280894687195794;1.20420184944919
26;8.2215732740453;2.34105429374951;-1.93739379426792;11.8402026665103;20.0617759405556;2.54392027295274;14.2428888315212;14.2428888315212;-0.136025339886122;-1.93739379426792;2.31766844103443;2.31766844103443;0.357331735468992;2.31766844103443;-1.31488270701873;2.31766844103443;0.523203738637847;-2.51783251212263;3.19466376327328;0.960236237257347;0.0702104756857246;14.2428888315212;-2.51783251212263;-0.788136936684327;0.888486065406407;7066.14152085277;-5.65680551146507;-7.35157141189416;-0.862978672669952;14.2428888315212;-1.26881504146599;-0.244044318858617;-0.397167005821592;-1.93739379426792;-1.93739379426792;2.91760687935978;0.547607331615807;-0.176778218373113;1.64109286435252
27;10.8143617656792;4.81496674780789;-3.89967482746263;10.3298523388663;21.1442141045455;2.64844192851599;21.594562289161;21.594562289161;-0.180585963042187;-3.89967482746263;1.49397782830013;1.49397782830013;0.581284701487795;1.49397782830013;-1.44076853677693;1.49397782830013;0.627244455797773;-5.04876471254259;4.36544668780288;0.89270723651099;0.0463079541325981;21.594562289161;-5.04876471254259;-1.15652877554293;0.933595474603363;4907.53717249861;-4.27719719944839;-5.53752895935986;-0.992026014227458;21.594562289161;-0.864656393465485;-0.198270395489635;-0.198068251728133;-3.89967482746263;-3.89967482746263;5.08934709386056;0.966642307854451;-0.233797964734702;1.1809397672804
28;9.08371131340896;3.22241326212573;-3.2636946154088;11.4317939261246;20.5155052395335;1.83480879655212;17.5465747374906;17.5465747374906;-0.186001807431708;-3.2636946154088;1.82741684846412;1.82741684846412;0.624740753259122;1.82741684846412;-1.45700791262163;1.82741684846412;0.588531458149502;-3.41716131803754;3.86063889843291;0.915412119809101;0.05699118004287;17.5465747374906;-3.41716131803754;-0.885128448409049;0.915979310649146;4766.11777991186;-5.13483944842484;-5.37629184257877;-0.720669004157133;17.5465747374906;-1.12977952725102;-0.299201939728382;-0.292640559496411;-3.2636946154088;-3.2636946154088;4.74165157419823;0.773831408197043;-0.194748055911808;1.14355375004942
29;13.6534651178236;4.7451452364264;-5.09362756397568;12.2612207122573;25.9146858300809;4.21277036949308;16.4493240974309;16.4493240974309;-0.309655736236069;-5.09362756397568;1.49354835871407;1.49354835871407;0.62914931253734;1.49354835871407;-1.89710526324286;1.49354835871407;0.59629723836132;-5.05228781473605;3.95414000112793;0.788549029232431;0.0607927714279873;16.4493240974309;-5.05228781473605;-1.2777210248739;0.801917885441537;4932.94820286124;-3.25581690921349;-3.22939278359643;-1.04965647132075;16.4493240974309;-0.782643457008695;-0.20978074046472;-0.197930133173192;-5.09362756397568;-5.09362756397568;4.81327744150324;0.731161060275048;-0.307142578309654;1.12558965471073
