"sample";"ARI1";"ARI2";"CI";"CRI1";"CRI2";"Datt6";"DWSI4";"GI";"GM1";"GM2";"LIC1";"NDI";"NDVI";"NDVI4";"NDVIg";"NDWI";"PSNDa1";"PSNDc1";"PSSRa1";"PSSRc1";"RDVI";"RGI";"RGR";"RVI";"RVI2";"SAVI";"SIPI1";"SR.550.800.";"SR.556.750.";"SR.605.670.";"SR.555.675.";"SR.683.510.";"SR.694.840.";"SR.695.800.";"SR.750.705.";"SR.752.690.";"SR.800.600.";"SR.800.960.";"SR.810.560.";"WBI3"
24;9.50474577794206;4.05375694568988;-0.366892847106062;11.3171122674642;20.8218580454062;3.52856874639594;12.7324550556417;-2.8942176881414;-0.214066448193416;-2.72559143054353;1.58836102037997;1.58836102037997;0.930337923294464;1.58836102037997;-1.54474439397924;2.0558448548553;1.58836102037997;0.635117161797429;-4.3992734574911;4.48121147558512;0.911822686053603;0.0785394486475649;-5.90942057892234;-4.3992734574911;-0.981715208367103;0.946498321922262;9385.7949928136;-2.8942176881414;-4.67144668601436;-1.38823764546159;12.7324550556417;-12.9696015169407;-0.229590029058204;-0.227310261492656;-2.72559143054353;-2.72559143054353;3.16896280105437;1.55166013412346;-0.345516511801217;0.797018462241495
25;11.0226494586083;5.8654607987145;-0.229148802720792;10.3665761311353;21.3892255897436;3.54449166098784;21.3336339682651;-3.46667289511535;-0.204558517775115;-4.36397654330517;1.38805400436284;1.38805400436284;1.00146746567736;1.38805400436284;-1.5143270054334;1.81080876348077;1.38805400436284;0.678863679314585;-6.15392181890738;5.22788476784972;0.926632139742423;0.0468743394345075;-6.94052142473682;-6.15392181890738;-1.17713417417931;0.981217712298494;35744.460618206;-3.46667289511535;-4.88857668151158;-0.998006006169317;21.3336339682651;-18.123366423491;-0.152938573774931;-0.162498001994044;-4.36397654330517;-4.36397654330517;6.16621721799872;0.982487672376968;-0.288461020192887;0.832973135005419
26;8.26602311290442;2.37396449681722;-0.515032954441438;11.8264137142045;20.0924368271089;2.64914246708907;13.8908868118955;-5.43010935048876;-0.139776772798715;-1.94162332987899;2.28359583389536;2.28359583389536;0.908917660397661;2.28359583389536;-1.32497790893993;1.45145612484246;2.28359583389536;0.525203868877186;-2.55812285081243;3.21233423968795;0.955098568331122;0.071989644256812;-9.10893127990559;-2.55812285081243;-0.796343923122062;0.887792208695027;5296.10559547152;-5.43010935048876;-7.15426447454216;-0.855876088246644;13.8908868118955;-17.4433261918247;-0.242051905302665;-0.390911640417274;-1.94162332987899;-1.94162332987899;2.98889393679992;0.556089446944736;-0.184158353995208;0.613440521614943
27;10.2851150611785;4.59931828440988;-0.267376814666501;10.6133681044266;20.8984831656051;2.43967557456153;21.18683331222;-4.38909248369405;-0.176526619739956;-3.7400400676001;1.52258128381651;1.52258128381651;0.938313928656839;1.52258128381651;-1.42873667557829;1.59012848118563;1.52258128381651;0.637567544946102;-4.8271558165911;4.51826960337361;0.906598623574548;0.0471991252899141;-7.52057141306924;-4.8271558165911;-1.06836382959239;0.9475603286193;-11452.0511981189;-4.38909248369405;-5.66486800389151;-0.94620933273467;21.18683331222;-19.8311031554704;-0.208837689383404;-0.207161326046896;-3.7400400676001;-3.7400400676001;5.10157282283402;0.97086246532332;-0.227837532181221;0.84404472911644
28;8.4525669529216;3.10592370145481;-0.326030255713549;11.8492860772409;20.3018530301625;1.72738084526258;16.2389889390586;-4.90642733172122;-0.188878754121634;-3.0671999990044;1.86589907943575;1.86589907943575;1.08444469096031;1.86589907943575;-1.46572261565433;1.51197675783176;1.86589907943575;0.611668966682686;-3.3097379908329;4.1502450960847;0.944873749249245;0.061580188505133;-8.24614810033884;-3.3097379908329;-0.797480128090573;0.948814047411865;-14919.3987106104;-4.90642733172122;-5.29440171633077;-0.752473168717821;16.2389889390586;-20.3628759727719;-0.321103002306508;-0.302138719974129;-3.0671999990044;-3.0671999990044;4.39847974443068;0.806528222457808;-0.20381428937809;0.879620269056124
29;12.6906826639985;4.43614223504783;-0.209481713568409;12.6208858336277;25.3115684976262;3.88652464068384;15.5237611824778;-3.27396201765861;-0.307508361533306;-4.77368636605808;1.53453317456196;1.53453317456196;0.979859394365715;1.53453317456196;-1.88812151498085;1.87952216636376;1.53453317456196;0.608327260684253;-4.74158255311088;4.10630380734182;0.805939661270885;0.064417378510611;-4.42534765377344;-4.74158255311088;-1.15470816957898;0.818369728616991;-4920.39299936972;-3.27396201765861;-3.2519440935322;-0.979419095977464;15.5237611824778;-13.4438826982041;-0.224824926413194;-0.210900050520878;-4.77368636605808;-4.77368636605808;4.8412192212556;0.740202194428112;-0.305440318063053;0.894217918482601
30;6.43132438867226;1.08588249990872;-0.562648685203625;13.4583138004054;19.8896381890777;0.625165794968711;13.1600165199961;-11.1982802200222;-0.135053628586971;-1.77730798328995;12.4167028669156;12.4167028669156;1.39384738892381;12.4167028669156;-1.31228208603578;1.1961114969241;12.4167028669156;0.371669710918459;-1.17518192628064;2.18303929438686;1.96987920134207;0.0759877465564382;-14.6587734910238;-1.17518192628064;-0.538323762335533;0.892616779518831;1792.98140559491;-11.1982802200222;-7.40446599223377;-0.458635115209323;13.1600165199961;-24.4462857498635;-0.846001323183763;-0.850932079227019;-1.77730798328995;-1.77730798328995;2.56234615996266;0.478750815394362;-0.0892994263719203;0.459425028276057
31;7.18041805557935;2.16707409294898;-0.388134442517859;13.8630300268619;21.0434480824412;1.14094498021;14.6512041305498;-6.29937120053571;-0.175850860402225;-2.57642685228582;2.50850029049254;2.50850029049254;1.24377849928645;2.50850029049254;-1.42674523809622;1.37740326622106;2.50850029049254;0.602002932023964;-2.32582009602861;4.02516264798318;1.04047203013343;0.0682537756685035;-10.3287592663251;-2.32582009602861;-0.577820152731957;0.963256643914907;9419.50077752598;-6.29937120053571;-5.68663694742632;-0.405901479732031;14.6512041305498;-25.3559936621773;-0.461013950479819;-0.429955868773996;-2.57642685228582;-2.57642685228582;5.73001137508559;0.678316628805476;-0.158746003079634;0.724435530571792
32;8.64681001348563;3.74134676471509;-0.301455876674422;11.9554986546649;20.6023086681505;2.57093579486552;13.6753297593694;-3.38790562770373;-0.242570753899846;-3.31723504955924;1.65864993692161;1.65864993692161;1.07345632856461;1.65864993692161;-1.64051066194973;1.83755403764564;1.65864993692161;0.659736623439787;-4.03651437263863;4.8777997803301;0.946292021180386;0.0731243792724536;-6.30471295940428;-4.03651437263863;-0.827527687568485;0.981010797931464;7449.57137499816;-3.38790562770373;-4.12250852142251;-0.62891298124929;13.6753297593694;-16.5255253265924;-0.265341646187141;-0.247738496059488;-3.31723504955924;-3.31723504955924;6.41823987258203;0.954551105775036;-0.295167607923537;0.969521812454183
33;9.90662616361136;4.19691380834868;-0.281336523906887;10.7836883716302;20.6903145352416;2.27231103816641;18.8188224055265;-4.24569653302876;-0.188878027661347;-3.55446205886501;1.58267479059399;1.58267479059399;0.899593741883902;1.58267479059399;-1.46572040729403;1.61620055345522;1.58267479059399;0.624972769841969;-4.43244642171863;4.332946088094;0.906512837447156;0.0531382877446322;-6.71267642633245;-4.43244642171863;-1.02296366758359;0.940548557035245;32467.4427870598;-4.24569653302876;-5.29442207959187;-0.869476856822237;18.8188224055265;-18.3963741840212;-0.244669028332244;-0.22560904404847;-3.55446205886501;-3.55446205886501;5.0978313993524;1.01539126598781;-0.23553261336995;0.935721963557201
34;-40.2777653263876;-20.7465517135118;0.0603532726268986;6.92465552140835;-33.3531098049793;31.9269703035907;28.6127408191005;1.33095567882333;0.579081531863983;16.5691097843518;0.91110278058585;0.91110278058585;0.741511173848377;0.91110278058585;-0.266559046915807;0.141982827828969;0.91110278058585;0.623928637385935;21.4978915333953;4.31813958419497;0.668929926127687;0.0349494655657891;2.26770601382849;21.4978915333953;4.9785077842506;0.709006164005479;42602.0616537129;1.33095567882333;1.72687254725796;4.89511703392678;28.6127408191005;5.74725240153612;0.0456875786992913;0.0465161896666274;16.5691097843518;16.5691097843518;4.39170123704888;0.926634560621324;0.751339819883467;0.93264437496724
35;13.7541048549361;6.33521249339503;-0.177956012105885;9.55651349124947;23.3106183461855;4.43075423799845;22.9536418384319;-3.46533630266078;-0.244813709400962;-5.61936620272764;1.35563238643812;1.35563238643812;0.90491229055292;1.35563238643812;-1.64835316119621;1.81124834686507;1.35563238643812;0.608856101704368;-6.6237847740225;4.11320771898727;0.847749618495693;0.0435660714338442;-5.13840987548794;-6.6237847740225;-1.61036962549836;0.892429867857695;46407.8834984902;-3.46533630266078;-4.08473856487414;-1.61822146292036;22.9536418384319;-14.2536480289912;-0.141399571924195;-0.150971088904013;-5.61936620272764;-5.61936620272764;4.09324985843949;0.868442173726423;-0.288572280627474;0.874986658430225
36;13.1277011016389;5.09805849554549;-0.185514554658474;10.2911547317948;23.4188558334336;3.19980421478686;23.1097797721561;-4.33690193854679;-0.233252445126665;-5.39041263819415;1.46203911589755;1.46203911589755;0.865011021964521;1.46203911589755;-1.60842044723624;1.59935833801307;1.46203911589755;0.580354247944439;-5.32863783862722;3.76592456900457;0.821172851322888;0.0432717234806734;-5.2774707001207;-5.32863783862722;-1.41496138358281;0.848391106451929;21098.6252490105;-4.33690193854679;-4.28720050268696;-1.55718509701059;23.1097797721561;-16.3324455637369;-0.185558501665095;-0.187665221447593;-5.39041263819415;-5.39041263819415;3.42196817119357;0.762362275156307;-0.23057934308173;0.861104510044399
37;6.34950832916505;0.880819666305123;-0.741429791665905;10.0272123222703;16.3767206514354;0.532091629123974;13.7160456322333;-14.4366050380945;-0.0983333978269938;-1.34874537176759;-39.0705477457176;-39.0705477457176;1.25698460128173;-39.0705477457176;-1.21811476124326;1.14884712279104;-39.0705477457176;0.138573982698808;-0.950088029425209;1.32173159369612;NA;0.0729073106646686;-17.9355225234317;-0.950088029425209;-0.718820700024549;0.866832309596433;48457.8486780509;-14.4366050380945;-10.1694848555867;-0.514358145050306;13.7160456322333;-19.0813169845621;-0.93842937307158;-1.05253404845547;-1.34874537176759;-1.34874537176759;1.84713324473998;0.530363116389844;-0.0692683631200865;0.4833512419573
38;6.24899807176466;1.03706137713169;-0.68121627478516;11.5721696598962;17.8211677316608;0.572589033624327;13.5631509001853;-12.1141826098398;-0.10823167790467;-1.46796257960128;17.7211148657395;17.7211148657395;1.30678435306467;17.7211148657395;-1.2427349687649;1.17995025547172;17.7211148657395;0.295260492994259;-1.11960924950632;1.83792802889325;2.35959365299226;0.0737291804359665;-17.28986970997;-1.11960924950632;-0.609169255762706;0.91027347320187;3433.28378102394;-12.1141826098398;-9.23943913057319;-0.432240668557878;13.5631509001853;-22.2649957657558;-0.868697933422994;-0.89316875547513;-1.46796257960128;-1.46796257960128;2.5902450439052;0.606097878866965;-0.0825478723746282;0.650966745831797
